filename,category,hu_0,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,zernike_0,zernike_1,zernike_2,zernike_3,zernike_4,zernike_5,zernike_6,zernike_7,zernike_8,zernike_9,zernike_10,zernike_11,zernike_12,zernike_13,zernike_14,zernike_15,zernike_16,zernike_17,zernike_18,zernike_19,zernike_20,zernike_21,zernike_22,zernike_23,zernike_24
/content/all-images/triangle/t14-2.PNG,triangle,0.0006755680643887028,2.7838378531357246e-08,4.0070489219770326e-16,7.300279170748825e-17,2.1853488040455614e-33,2.9459103532905483e-21,1.2293215617069992e-32,0.31831,0.001906,0.000893,0.002041,0.001992,0.002559,0.00089,0.004841,0.006501,0.002429,0.005035,0.005462,0.00178,0.006792,0.008723,0.009148,0.003693,0.006435,0.004953,0.004941,0.0008,0.005951,0.010845,0.008273,0.006873
/content/all-images/triangle/t5ci-2.PNG,triangle,0.0006573202512530584,2.726929339431865e-10,7.750485673909741e-15,5.549875238807736e-15,2.0800835947364478e-29,2.5047936646060547e-20,2.9869908447223824e-29,0.31831,0.00154,0.000975,0.00136,0.003222,0.003664,0.001555,0.002272,0.000714,0.005177,0.005721,0.007296,0.002012,0.0032,0.001254,0.00324,0.007515,0.007987,0.009969,0.002325,0.00227,0.004167,0.002092,0.004018,0.006555
/content/all-images/triangle/t3ni-1.PNG,triangle,0.0006753607575391569,2.2888150943838312e-08,1.8553252839368017e-14,1.1281407415926819e-14,7.619581955873532e-29,1.4169203174449252e-18,1.443353945922671e-28,0.31831,0.001763,0.000361,0.000761,0.003296,0.002363,3.2e-05,0.001771,0.004696,0.005018,0.002359,0.004101,0.000618,0.002344,0.007106,0.002801,0.007073,0.004194,0.005756,0.007198,0.001862,0.003263,0.007829,0.003999,0.004657
/content/all-images/triangle/t13c-2.PNG,triangle,0.0006795919552367386,1.004519904858502e-08,7.434698352191382e-14,3.3958711025978584e-14,7.89387888450742e-28,2.923452099280563e-18,1.5127351943029336e-27,0.31831,0.00126,0.000939,0.001433,0.002555,0.00126,0.001378,0.002092,0.004755,0.003919,0.001984,0.002257,0.001543,0.002268,0.006837,0.01196,0.005369,0.002816,0.003283,0.0053,0.001335,0.001704,0.009061,0.013798,0.006901
/content/all-images/triangle/t2c-2.PNG,triangle,0.0006761992083521998,6.48002957746766e-09,1.2539294609227622e-13,9.966817340770458e-15,3.0848496256619185e-28,3.644348606583482e-19,1.7025231283208524e-28,0.31831,0.001498,0.00108,0.00328,0.003065,0.002759,0.001826,0.005364,0.00297,0.004767,0.004325,0.005437,0.002614,0.007283,0.004077,0.002089,0.006655,0.006065,0.007442,0.006061,0.003464,0.008964,0.005086,0.003161,0.002533
/content/all-images/triangle/t13n-1.PNG,triangle,0.000683555302820392,3.619130788927984e-09,3.85988698071281e-14,1.0407879360630844e-15,7.832690957699117e-32,5.722208204739025e-20,6.596294740464308e-30,0.31831,0.005696,0.004018,0.007274,0.010617,0.007451,0.005333,0.010808,0.005177,0.014198,0.009768,0.004354,0.004961,0.012677,0.005408,0.004897,0.01623,0.010961,0.003455,0.00235,0.002837,0.012728,0.004709,0.00506,0.00478
/content/all-images/triangle/t5n5-1.PNG,triangle,0.0006817071205528558,2.5111288485730416e-10,1.2586125639510825e-13,3.620323631404961e-15,4.4517926851537975e-29,5.126873650629796e-20,6.316923999771448e-29,0.31831,0.004596,0.010117,0.011667,0.009978,0.005937,0.015118,0.008647,0.00499,0.010658,0.016734,0.011639,0.000922,0.007093,0.009352,0.006875,0.01741,0.005086,0.017029,0.011806,0.012577,0.007044,0.002044,0.001622,0.007655
/content/all-images/triangle/t5ni-2.PNG,triangle,0.0006717947491653876,3.406170610077254e-09,6.804503560484545e-15,9.129445798617265e-16,2.1259668566230617e-30,4.774080894024613e-20,8.11097501158387e-31,0.31831,0.015017,0.013662,0.013272,0.00763,0.009474,0.003475,0.007872,0.004985,0.011726,0.009548,0.016092,0.017505,0.020754,0.021146,0.010835,0.014231,0.011643,0.022593,0.020162,0.009905,0.013598,0.015159,0.004652,0.005845
/content/all-images/triangle/t13ci-2.PNG,triangle,0.00067746273204094,4.3808757367962095e-09,3.172244007967422e-14,3.863745681836779e-15,3.954786726015041e-29,1.5882618568520878e-19,1.63008588225524e-29,0.31831,0.025376,0.017621,0.019206,0.003514,0.004399,0.021625,0.018913,0.02126,0.032628,0.020363,0.021652,0.023988,0.021186,0.02344,0.019439,0.009939,0.006898,0.004118,0.006403,0.01154,0.014597,0.010527,0.014493,0.016865
/content/all-images/triangle/t14c-2.PNG,triangle,0.0007089719551262456,8.947060996790592e-09,5.684521218877524e-14,9.135953346492977e-14,3.471021720827548e-27,6.558570367340401e-18,5.594520126358363e-27,0.31831,0.02798,0.004827,0.004268,0.027509,0.027424,0.027798,0.014102,0.025136,0.008732,0.016513,0.00624,0.023191,0.037049,0.039857,0.021111,0.023457,0.022321,0.013765,0.024305,0.012502,0.003258,0.004754,0.018782,0.003602
/content/all-images/triangle/t9c-2.PNG,triangle,0.0007077803252759996,3.764229588818859e-08,3.2698993420682576e-14,4.1893474803098195e-14,1.2206362711697167e-27,7.624440537505072e-18,9.561712106633021e-28,0.31831,0.012691,0.004896,0.010034,0.024992,0.016389,0.012838,0.017643,0.024886,0.015016,0.020103,0.002402,0.019326,0.019257,0.010049,0.003994,0.008602,0.024984,0.019994,0.027141,0.007513,0.015796,0.009221,0.003167,0.014686
/content/all-images/triangle/t9-1.PNG,triangle,0.0006739852518974925,3.779789825528999e-09,9.548706491363357e-14,6.689502363123567e-15,1.1202923136834208e-28,3.994772341194447e-19,1.2662403861750994e-28,0.31831,0.001762,0.000294,0.001584,0.003559,0.003198,0.000455,0.002617,0.003734,0.005411,0.00478,0.004225,0.000572,0.003633,0.005039,0.005903,0.007307,0.006345,0.006165,0.005934,0.000647,0.004689,0.006162,0.007514,0.006567
/content/all-images/triangle/t6i-1.PNG,triangle,0.0006566052855764955,1.3830791924446305e-10,7.464737491652455e-15,5.40824731708004e-16,5.421102215129802e-31,6.027513301774704e-21,9.417737442571471e-31,0.31831,0.001499,0.001725,0.001507,0.003044,0.001536,0.00301,0.002375,0.004959,0.004663,0.002133,0.002614,0.004512,0.00302,0.00662,0.002349,0.006336,0.002543,0.002883,0.010127,0.006344,0.003325,0.007908,0.003329,0.003469
/content/all-images/triangle/t8-2.PNG,triangle,0.0006849121862047585,3.1762169262683e-08,6.702663894332522e-15,5.1064053153648664e-15,2.8205441152903673e-29,9.100157082082581e-19,9.8449176506583e-30,0.31831,0.001697,0.001064,0.002109,0.003414,0.002707,0.001743,0.003511,0.003689,0.005152,0.004073,0.001322,0.002362,0.004924,0.00497,0.003482,0.006874,0.00547,0.002471,0.010788,0.002875,0.006396,0.006091,0.004552,0.004808
/content/all-images/triangle/t1n-2.PNG,triangle,0.000678400620800282,1.1773964546619384e-08,2.721022877948293e-14,2.684946663433998e-15,8.06204773039949e-30,2.899494861192871e-19,2.1486603153846953e-29,0.31831,0.00579,0.00391,0.008038,0.00918,0.006061,0.003099,0.00976,0.007557,0.009125,0.004678,0.002935,0.000672,0.008086,0.008148,0.003817,0.006587,0.000959,0.001028,0.006839,0.005519,0.004545,0.009348,0.00249,0.007495
/content/all-images/triangle/t16n-2.PNG,triangle,0.0006681632231656448,6.595171601506613e-09,2.3112556611661702e-14,1.031941535591467e-15,2.9727189151363898e-30,7.523877772638533e-20,4.069612547834518e-30,0.31831,0.005883,0.003374,0.008248,0.001796,0.004043,0.005539,0.003793,0.005806,0.00654,0.009374,0.005836,0.004112,0.012474,0.006671,0.016566,0.004855,0.005071,0.002537,0.001297,0.002459,0.022586,0.013775,0.005588,0.004864
/content/all-images/triangle/t11ni-2.PNG,triangle,0.0007050746148357022,9.669590832515651e-09,6.169401908440768e-14,7.990215454479282e-14,5.603736674172522e-27,7.85705826853203e-18,2.640347514029057e-28,0.31831,0.014034,0.016474,0.013201,0.014149,0.005334,0.001217,0.010811,0.002496,0.008858,0.00729,0.014677,0.00279,0.022913,0.020444,0.009646,0.015208,0.0126,0.013686,0.018355,0.003922,0.014153,0.003074,0.003647,0.01981
/content/all-images/triangle/t15-2.PNG,triangle,0.0006728153712737777,4.992140433383849e-09,8.692496929438087e-15,3.774814860929294e-15,2.1089806417275593e-29,1.5437287059215223e-19,4.77218846360084e-30,0.31831,0.001746,0.000385,0.001153,0.003525,0.002725,0.00064,0.001815,0.006019,0.005354,0.004155,0.003134,0.000881,0.002326,0.008172,0.004489,0.007212,0.005664,0.004783,0.008941,0.001081,0.002687,0.010063,0.005894,0.004864
/content/all-images/triangle/t7i-1.PNG,triangle,0.0006706789408752658,6.886904841663272e-09,1.0257733389138324e-14,8.294549931992596e-15,7.630209590475592e-29,4.628290641887296e-19,5.628711168893717e-30,0.31831,0.000748,0.002331,0.002023,0.00151,0.003739,0.003716,0.003243,0.004233,0.002341,0.005727,0.006491,0.004817,0.004265,0.005341,0.002644,0.003349,0.007802,0.008902,0.001329,0.005468,0.00501,0.005814,0.002886,0.00971
/content/all-images/triangle/t8ni-2.PNG,triangle,0.0006957884196984347,2.007276561213643e-09,2.881285954207659e-14,1.940429732559258e-15,1.3742130429458022e-29,4.923688289707515e-20,4.6548291677844755e-30,0.31831,0.0006,0.000939,0.004694,0.001123,0.000161,0.001376,0.007518,0.006047,0.001497,0.000247,0.001295,0.001527,0.009849,0.008408,0.007371,0.00166,0.000298,0.001739,0.006623,0.001277,0.011425,0.01067,0.008328,0.008508
/content/all-images/triangle/t3ci-2.PNG,triangle,0.0006825337815273947,2.649151885940728e-08,4.5182002596533375e-14,8.982913393386391e-15,1.2905642602924063e-28,3.0115997922700717e-19,1.2686558634312542e-28,0.31831,0.000615,0.002334,0.000751,0.001223,0.004247,0.00373,0.001189,0.003466,0.001867,0.006506,0.006269,0.004854,0.001568,0.004275,0.001484,0.002663,0.008874,0.008609,0.004035,0.005541,0.001972,0.004469,0.001495,0.006163
/content/all-images/triangle/t12ni-1.PNG,triangle,0.0007222600817726566,3.9650904144586166e-08,4.349384801317334e-14,6.465174560175286e-14,2.1840546310263576e-27,4.873592065173324e-18,2.6426204615711937e-27,0.31831,0.013417,0.020467,0.025028,0.018088,0.019391,0.020431,0.014839,0.01355,0.029785,0.034763,0.0332,0.000462,0.007553,0.002768,0.002413,0.021893,0.019038,0.02709,0.023417,0.00295,0.008649,0.009327,0.014194,0.012278
/content/all-images/triangle/t6ci-2.PNG,triangle,0.0006594822038131067,2.235994068577543e-10,3.187588368775369e-14,7.951295636351503e-15,1.2386595422323451e-28,1.0569596042766348e-19,2.6103829202098025e-29,0.31831,0.001125,0.001664,0.002744,0.00238,0.00404,0.002693,0.004452,0.000395,0.00389,0.006239,0.006544,0.003588,0.005963,0.000751,0.000905,0.005762,0.008592,0.008967,0.004074,0.004268,0.007178,0.00139,0.001052,0.004081
/content/all-images/triangle/t15i-0.PNG,triangle,0.000757559278488442,1.339750450499393e-07,1.0252772994843388e-14,3.0165285176828665e-14,3.4903465877067115e-28,8.58130903812932e-18,3.9950023489001795e-28,0.31831,0.00072,0.000743,0.001333,0.002108,0.003061,0.001881,0.001439,0.005244,0.003948,0.004653,0.001668,0.002777,0.001848,0.006944,0.003163,0.005339,0.006584,0.004179,0.006016,0.002595,0.002953,0.008779,0.003738,0.004798
/content/all-images/triangle/t9i-1_.PNG,triangle,0.0006571553983303013,1.1057938788864714e-11,3.859380080210982e-15,4.561761364370646e-16,3.7217505546731467e-34,1.5164571191234467e-21,6.052816911303331e-31,0.31831,0.001616,0.001082,0.003278,0.003278,0.002756,0.001834,0.005352,0.002966,0.005031,0.004311,0.005443,0.002636,0.007248,0.004075,0.002086,0.006909,0.00603,0.00746,0.006054,0.003506,0.008887,0.00509,0.003144,0.002562
/content/all-images/triangle/t2-1.PNG,triangle,0.0006825609530669891,1.954010685763451e-08,6.987754164314708e-15,5.665794385548467e-16,3.536035475056517e-31,2.1796270888060666e-20,1.070462467603777e-30,0.31831,0.008602,0.010728,0.009192,0.013198,0.010049,0.011816,0.009723,0.014255,0.011884,0.007196,0.01468,0.007108,0.005667,0.011477,0.011097,0.00602,0.000699,0.010233,0.008758,0.00097,0.005601,0.007434,0.005568,0.002498
/content/all-images/triangle/t10c-1.PNG,triangle,0.0006731472209054931,1.8292904712283263e-08,1.6835353211059526e-15,2.7336873156417625e-15,3.783641836616246e-30,3.159832050080017e-19,4.480731008213009e-30,0.31831,0.001031,0.000405,0.005059,0.00295,0.000351,0.002212,0.006823,0.004419,0.005664,0.001631,0.005716,0.004448,0.007943,0.007264,0.006129,0.007867,0.003278,0.0049,0.005331,0.005968,0.009248,0.009622,0.00948,0.001639
/content/all-images/triangle/t15n-1.PNG,triangle,0.0006632822589814453,1.4817686649051907e-09,3.2034912212164345e-14,1.7139375594029243e-14,3.840600957349744e-28,5.697012678679479e-19,1.1742336060449561e-28,0.31831,0.002016,0.001717,0.001504,0.004067,0.001535,0.002967,0.00236,0.004951,0.006168,0.002099,0.002615,0.004391,0.002978,0.006596,0.002349,0.008293,0.002444,0.002894,0.010144,0.006082,0.003232,0.00786,0.003409,0.00354
/content/all-images/triangle/t2i-2.PNG,triangle,0.0006589730318605962,2.6496562767015527e-10,1.0450722418864496e-14,3.0074508492288686e-15,1.6827578513984977e-29,4.8778536636522724e-20,1.0534395996196961e-30,0.31831,0.001258,0.000449,0.003341,0.002533,0.001863,0.000964,0.005287,0.005986,0.00384,0.002815,0.005617,0.001799,0.006779,0.008412,0.007668,0.005189,0.003778,0.007577,0.007351,0.003072,0.007582,0.01083,0.008528,0.004075
/content/all-images/triangle/t6ni-1.PNG,triangle,0.0006676807154913475,5.581762685999243e-10,2.94603402937398e-13,1.3411300362446019e-14,3.4850511642743433e-28,1.3560072153495422e-20,7.675841686660879e-28,0.31831,0.001254,0.005787,0.00106,0.002585,0.002959,0.009405,0.001769,0.002011,0.004064,0.004523,0.006226,0.012602,0.002479,0.001746,0.001418,0.005755,0.006165,0.008395,0.004875,0.015106,0.003188,0.000344,0.00178,0.005617
/content/all-images/triangle/t10n-1.PNG,triangle,0.0006604268634675044,3.009908044151078e-11,1.4764280364185107e-14,1.418210856859758e-15,3.227510790011076e-30,6.973452491482825e-21,5.630095029308299e-30,0.31831,0.000581,0.003181,0.006857,0.004958,0.003769,0.005738,0.005704,0.008624,0.007267,0.001665,0.00195,0.001037,0.00706,0.002818,0.005723,0.008667,0.003418,0.005386,0.008074,0.010863,0.006561,0.009486,0.004897,0.005584
/content/all-images/triangle/t7i-2.PNG,triangle,0.0007064020628582724,4.623607443227724e-08,8.540847365528188e-14,6.913818139632276e-15,3.6084571467706574e-29,1.9116613153991138e-19,1.6408613522037005e-28,0.31831,0.000372,0.00579,0.001368,0.000754,0.001666,0.009417,0.002218,0.004742,0.001196,0.002561,0.004981,0.012644,0.002969,0.005637,0.002992,0.001804,0.0035,0.006788,0.002309,0.015211,0.003573,0.005465,0.003633,0.013334
/content/all-images/triangle/t14ci-1.PNG,triangle,0.0007161238240995884,1.3484378999324308e-08,2.4549662685017325e-13,3.721677170860423e-14,6.606615510896232e-28,3.55200309417308e-18,3.49549867980459e-27,0.31831,0.001084,0.002439,0.001998,0.002292,0.004368,0.004042,0.003314,0.001273,0.003732,0.006831,0.003625,0.005613,0.004603,0.001719,0.003717,0.005479,0.009568,0.005021,0.005912,0.007139,0.005845,0.002093,0.005283,0.00299
/content/all-images/triangle/t12-2.PNG,triangle,0.0007666541721769746,1.398126580482414e-07,6.271467247495236e-14,1.0322826311765074e-15,7.321728602963155e-30,3.581003682407492e-19,3.9215984440816485e-30,0.31831,0.001713,0.006217,0.010563,0.010777,0.005096,0.00662,0.004345,0.0027,0.002566,0.005849,0.016361,0.001141,0.007215,0.010767,0.0164,0.007624,0.008899,0.000748,0.016111,0.006748,0.002914,0.005934,0.007526,0.007252
/content/all-images/triangle/t3i-2.PNG,triangle,0.0006774008989835521,9.818796062947874e-10,3.548757634636713e-14,5.601436442483327e-15,7.220453681444844e-29,1.6532298376527665e-19,3.199200072589987e-29,0.31831,0.02497,0.009527,0.008631,0.00089,0.008073,0.004128,0.008833,0.007656,0.008288,0.011344,0.007184,0.025676,0.018616,0.023039,0.019653,0.020945,0.024846,0.019681,0.027966,0.019386,0.010432,0.001173,0.002521,0.013936
/content/all-images/triangle/t5c-1_.PNG,triangle,0.000658037117008479,2.9669419095805856e-10,6.683753043360704e-14,6.360370340344127e-15,7.959599682412946e-29,7.155458798045022e-20,1.0422124489109818e-28,0.31831,0.002604,0.001704,0.001496,0.005232,0.001544,0.002903,0.002332,0.004947,0.00789,0.002118,0.002568,0.00421,0.002906,0.006552,0.00232,0.010538,0.002474,0.002715,0.010158,0.005691,0.003081,0.007749,0.003402,0.003625
/content/all-images/triangle/t4ci-1_.PNG,triangle,0.000723033487072677,6.806718010782547e-08,2.9306877751792626e-14,1.8121767092488025e-14,4.107701865919275e-29,3.2198148985828483e-18,4.155990853726563e-28,0.31831,0.000146,0.001054,0.00294,0.000394,0.004223,0.001696,0.005008,0.000686,0.000828,0.006696,0.005316,0.002241,0.007228,0.000943,0.000944,0.0015,0.009537,0.007342,0.008006,0.002642,0.009635,0.001188,0.001307,0.004446
/content/all-images/triangle/t1ni-2.PNG,triangle,0.0006668424342340407,2.204319832954817e-09,1.9631934396330634e-13,5.370002703735113e-15,1.627697961195114e-28,2.4382520983889834e-19,6.250524072174331e-29,0.31831,0.001177,0.000412,0.002277,0.002407,0.00295,0.000782,0.003561,0.001876,0.003746,0.00455,0.005523,0.001301,0.004472,0.002625,0.004382,0.005252,0.006259,0.007613,0.008368,0.002037,0.004828,0.003373,0.005325,0.003415
/content/all-images/triangle/t14ni-1.PNG,triangle,0.0007469094378676393,1.2719502979296818e-07,3.076431986475564e-14,3.3384427963363396e-15,6.899727927186705e-30,3.303979628762109e-19,3.312190638955492e-29,0.31831,0.00256,0.000655,0.003466,0.004661,0.003355,0.000156,0.005087,0.002336,0.006209,0.004538,0.004168,0.001156,0.006186,0.004027,0.003824,0.007498,0.006053,0.004039,0.010663,0.002765,0.007103,0.006283,0.005385,0.007223
/content/all-images/triangle/t13-2.PNG,triangle,0.0006681714526575198,1.3571998023249916e-08,2.351878004619094e-15,1.3062758608840906e-15,2.049397833723889e-30,6.081954063292716e-20,1.020901484833442e-30,0.31831,0.000977,0.003009,0.003345,0.002057,0.003125,0.004791,0.005491,0.003971,0.003342,0.004751,0.004889,0.006189,0.007505,0.004651,0.002457,0.004922,0.006413,0.006656,0.002344,0.006962,0.009316,0.004358,0.002809,0.011564
